id,wave,date,fav_trump,fav_biden,indictment,charge_serious,should_be_charged,politically_motivated,suspend_campaign,doj_hunter_nonpartisan,impeach_biden_hunter,PID,age,age4,educ5,edu4,gender,ethnicity,householdsize,inc7,marit5,metropolitan,region4,rent,state,work10,work3,parent,language,religion,race
255920609,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Should not,Yes,Should not,NA,NA,A Republican,66,65+,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Washington,Retired,Not working,not parents of children 0-17 YO,English,Catholic,NA
255920610,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,81,65+,Master's degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Rhode Island,Retired,Not working,not parents of children 0-17 YO,English,Catholic,NA
255920611,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Should not,Yes,Should not,NA,NA,An Independent,18,18-29,Some college or Associate degree,Some college,Female,Hispanic,4,"$150,000 or more",Never married,Metro,West,Owned or being bought by you or someone in your household,California,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,Catholic,NA
255920612,1,June 9-10,No opinion,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,An Independent,68,65+,Master's degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Retired,Not working,not parents of children 0-17 YO,English,Catholic,NA
255920613,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,An Independent,72,65+,Some college or Associate degree,Some college,Male,"Black, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920614,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Should,No,Should,NA,NA,An Independent,44,30-49,No high school diploma or GED,Less than high school,Male,Hispanic,3,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Spanish,Catholic,NA
255920615,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should not,Yes,Should,NA,NA,An Independent,59,50-64,Master's degree or above,Bachelors degree or higher,Female,Hispanic,2,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,Colorado,Self-employed,Working part-time,not parents of children 0-17 YO,English,Catholic,NA
255920616,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,A Republican,50,50-64,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920617,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Should,No,Should,NA,NA,A Democrat,66,65+,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,4,"$75,000 to $99,999",Divorced,Metro,South,Rented for cash,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
255920618,1,June 9-10,No opinion,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,An Independent,40,30-49,No high school diploma or GED,Less than high school,Female,"Black, Non-Hispanic",3,"$10,000 to $24,999",Never married,Metro,NorthEast,Rented for cash,New York,Other,Not working,not parents of children 0-17 YO,English,Skipped,NA
255920619,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,31,30-49,Master's degree or above,Bachelors degree or higher,Male,"Black, Non-Hispanic",4,"$25,000 to $49,999",Never married,Metro,NorthEast,Rented for cash,Pennsylvania,Full Time Student,Working part-time,missing data,English,Other Christian religion,NA
255920620,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,76,65+,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$100,000 to $149,999",Widowed,Metro,West,Owned or being bought by you or someone in your household,California,Retired,Working part-time,not parents of children 0-17 YO,English,Catholic,NA
255920621,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Republican,44,30-49,Bachelor's degree,Bachelors degree or higher,Male,"Other, Non-Hispanic",4,"$75,000 to $99,999",Divorced,Metro,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,Catholic,NA
255920622,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,A Republican,72,65+,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Mississippi,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920623,1,June 9-10,Favorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,Yes,Should not,NA,NA,A Democrat,62,50-64,No high school diploma or GED,Less than high school,Male,Hispanic,4,"$10,000 to $24,999",Separated,Metro,South,Rented for cash,Texas,Retired,Not working,not parents of children 0-17 YO,Spanish,Catholic,NA
255920624,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,67,65+,Some college or Associate degree,Some college,Male,"Black, Non-Hispanic",1,"$100,000 to $149,999",Divorced,Metro,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
255920625,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,A Republican,61,50-64,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",5,"Less than $10,000",Now Married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Ohio,Homemaker,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920626,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Don't know,NA,NA,A Republican,40,30-49,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Minnesota,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920627,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Republican,54,50-64,Master's degree or above,Bachelors degree or higher,Female,Hispanic,3,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Ohio,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Catholic,NA
